ƒ,Long_Title,Subtitle,Currency,ISA_eligible,ISIN,MIC,Symbol,Fractional_Enabled,PLUS_only,for_Ireland_investors,for_Netherlands_investors,DUTCH_KIID_URL
Afya,Afya Ltd,Medical learning,USD,FALSE,KYG011251066,XNAS,AFYA,TRUE,FALSE,TRUE,TRUE,
Daqo New Energy,Daqo New Energy Corp (ADR),Solar power silicon,USD,FALSE,US23703Q2030,XNYS,DQ,TRUE,FALSE,TRUE,TRUE,
Molecular Data,Molecular Data (ADR),Chemical eCommerce,USD,FALSE,US60852L1061,XNAS,MKD,TRUE,FALSE,TRUE,TRUE,
Vietnam Enterprise,Vietnam Enterprise Investments Ltd,Vietnamese companies trust,GBP,TRUE,KYG9361H1092,XLON,VEIL,FALSE,FALSE,FALSE,FALSE,
Canaan Creative,Canaan Inc (ADR),Bitcoin mining,USD,FALSE,US1347481020,XNAS,CAN,TRUE,FALSE,TRUE,TRUE,
Renren,Renren Inc. (ADR),Chinese Facebook,USD,FALSE,US7598923008,XNYS,RENN,TRUE,FALSE,TRUE,TRUE,
Fang,Fang Holdings Ltd. (ADR),Online estate agent,USD,FALSE,US30711Y3009,XNYS,SFUN,TRUE,FALSE,TRUE,TRUE,
DouYu,DouYu International Holdings Ltd (ADR),eSports,USD,FALSE,US25985W1053,XNAS,DOYU,TRUE,FALSE,TRUE,TRUE,
AirNet Technology,AirNet Technology Inc (ADR),In-flight entertainment,USD,FALSE,US00941Q1040,XNAS,ANTE,TRUE,FALSE,TRUE,TRUE,
Alibaba,Alibaba Group Holdings Ltd (ADR),Chinese Amazon,USD,FALSE,US01609W1027,XNYS,BABA,TRUE,FALSE,TRUE,TRUE,
Pinduoduo,Pinduoduo Inc (ADR),Chinese Groupon,USD,FALSE,US7223041028,XNAS,PDD,TRUE,FALSE,TRUE,TRUE,
Xunlei,Xunlei Limited (ADR),Digital media,USD,FALSE,US98419E1082,XNAS,XNET,TRUE,FALSE,TRUE,TRUE,
Hexindai,Hexindai Inc. (ADR),Loans,USD,FALSE,US4282951098,XNAS,HX,TRUE,FALSE,TRUE,TRUE,
Xpeng,Xpeng (ADR),Electric cars,USD,FALSE,US98422D1054,XNYS,XPEV,TRUE,FALSE,TRUE,TRUE,
Sohu.com Inc (ADR),Sohu.com Inc. (ADR),Search engine,USD,FALSE,US83410S1087,XNAS,SOHU,TRUE,FALSE,TRUE,TRUE,
21Vianet,21Vianet Group Inc,Data centres,USD,FALSE,US90138A1034,XNAS,VNET,TRUE,FALSE,TRUE,TRUE,
XP,XP Inc,Brazilian Charles Schwab,USD,TRUE,KYG982391099,XNAS,XP,TRUE,FALSE,TRUE,TRUE,
Yalla,Yalla Group Ltd (ADR),Social media,USD,FALSE,US98459U1034,XNYS,YALA,TRUE,FALSE,TRUE,TRUE,
Baozun,Baozun Inc (ADR),Ecommerce tools,USD,FALSE,US06684L1035,XNAS,BZUN,TRUE,FALSE,TRUE,TRUE,
Weibo,Weibo Corp (ADR),Chinese Twitter,USD,FALSE,US9485961018,XNAS,WB,TRUE,FALSE,TRUE,TRUE,
GDS Holdings,GDS Holdings,Data centers,USD,FALSE,US36165L1089,XNAS,GDS,TRUE,FALSE,TRUE,TRUE,
UP Fintech,UP Fintech Holding Limited (ADR),Stock broker,USD,FALSE,US91531W1062,XNAS,TIGR,TRUE,FALSE,TRUE,TRUE,
So-Young International,So-Young International Inc. (ADR),Plastic surgery social media,USD,FALSE,US83356Q1085,XNAS,SY,TRUE,FALSE,TRUE,TRUE,
Xinyuan Real Estate,"Xinyuan Real Estate Co., Ltd. (ADR)",Real estate development,USD,FALSE,US98417P1057,XNYS,XIN,TRUE,FALSE,TRUE,TRUE,
Herbalife,Herbalife Ltd,Dietary supplements,USD,TRUE,KYG4412G1010,XNYS,HLF,TRUE,FALSE,TRUE,TRUE,
Vipshop,Vipshop,Discount retailer,USD,FALSE,US92763W1036,XNYS,VIPS,TRUE,FALSE,TRUE,TRUE,
TAL Education,TAL Education Group (ADR),After-school education,USD,FALSE,US8740801043,XNYS,TAL,TRUE,FALSE,TRUE,TRUE,
Fangdd.com,Fangdd Network Group Ltd (ADR),Online estate agent,USD,FALSE,US30712L1098,XNYS,DUO,TRUE,FALSE,TRUE,TRUE,
Sea,Sea Ltd (ADR),Games. Cash. Ecommerce.,USD,FALSE,US81141R1005,XNYS,SE,TRUE,FALSE,TRUE,TRUE,
Phoenix New Media,Phoenix New Media Limited (ADR),Chinese internet TV,USD,FALSE,US71910C1036,XNYS,FENG,TRUE,FALSE,TRUE,TRUE,
Secoo Holding,Secoo Holding Limited (ADR),Luxury fashion,USD,FALSE,US81367P1012,XNAS,SECO,TRUE,FALSE,TRUE,TRUE,
GCBC,Global Cord Blood Corporation,Stem cell storage,USD,TRUE,KYG393421030,XNYS,CO,TRUE,FALSE,TRUE,TRUE,
Royal Caribbean,Royal Caribbean Cruises Ltd,Cruises,USD,TRUE,LR0008862868,XNYS,RCL,TRUE,FALSE,TRUE,TRUE,
MSCI China,Xtrackers MSCI China UCITS ETF 1C (GBP),Chinese companies,GBP,TRUE,LU0514695690,XLON,XCX6,FALSE,FALSE,TRUE,TRUE,
Atento,Atento S.A.,Global CRM support,USD,TRUE,LU2212224153,XNYS,ATTO,TRUE,FALSE,TRUE,TRUE,
Nikkei 225,Xtrackers Nikkei 225 1D JPY UCITS ETF,Large Japanese stocks,GBP,TRUE,LU0839027447,XLON,XDJP,FALSE,TRUE,TRUE,FALSE,
CSI 300,Xtrackers Harvest CSI300 UCITS ETF 1D (GBP),Shanghai Stock Exchange,GBP,TRUE,LU0875160326,XLON,RQFI,FALSE,FALSE,TRUE,TRUE,
MSCI World Soc Resp,UBS ETF - MSCI World Socially Responsible UCITS ETF (USD) A-dis (GBP),Companies with ESG focus,GBP,TRUE,LU0629459743,XLON,UC44,FALSE,FALSE,TRUE,TRUE,
STOXX Europe 600,db Xtrackers Euro STOXX 600 UCITS ETF (Acc.),European stock market,GBP,TRUE,LU0328475792,XLON,XSX6,FALSE,FALSE,TRUE,TRUE,
Globant,Globant S.A.,IT consulting,USD,TRUE,LU0974299876,XNYS,GLOB,TRUE,FALSE,TRUE,TRUE,
Ardagh Group,Ardagh Group,Bottles and cans,USD,TRUE,LU1565283667,XNYS,ARD,TRUE,FALSE,TRUE,TRUE,
Inverse S&P 500,Xtrackers S&P 500 Inverse Daily Swap UCITS ETF USD,Short S&P 500,GBP,TRUE,LU0322251520,XLON,XSPS,FALSE,TRUE,TRUE,FALSE,
CoreCommodity,Lyxor Commodities Thomson Reuters/CoreCommodity CRB TR UCITS ETF (Acc.),Commodities,GBP,TRUE,LU1829218749,XLON,CRBL,FALSE,TRUE,TRUE,FALSE,
Lyxor Core FTSE UK Gilts,Lyxor Core FTSE UK Gilts Inflation-link,UK govt debt,GBP,TRUE,LU1407893301,XLON,GILI,FALSE,TRUE,TRUE,FALSE,
Adecoagro,Adecoagro S.A.,Agriculture,USD,TRUE,LU0584671464,XNYS,AGRO,TRUE,FALSE,TRUE,TRUE,
Trinseo,Trinseo S.A.,Polymers and plastics,USD,TRUE,LU1057788488,XNYS,TSE,TRUE,TRUE,TRUE,TRUE,
MSCI Russia Swap,Xtrackers MSCI Russia Capped Swap UCITS ETF 1C,Large Russian companies,GBP,TRUE,LU0322252502,XLON,XMRC,FALSE,TRUE,TRUE,FALSE,
BBGI Global,BBGI Global Infrastructure S.A.,Investments,GBP,TRUE,LU0686550053,XLON,BBGI,FALSE,FALSE,TRUE,TRUE,
X Global Inflation GBP,Xtrackers II Global Inflation-Linked Bond UCITS ETF,Bond ETF,GBP,TRUE,LU0641007264,XLON,XGIG,FALSE,TRUE,TRUE,FALSE,
Morningstar UK NR,Lyxor Core Morningstar UK NT (DR) UCITS ETF,UK large and mid caps,GBP,TRUE,LU1781541096,XLON,LCUK,FALSE,TRUE,TRUE,FALSE,
B&M Retail Value,B&M European Retail Value SA,Discount retail,GBP,TRUE,LU1072616219,XLON,BME,FALSE,FALSE,TRUE,TRUE,
Lyxor Core FTSE Actuaries,Lyxor Core FTSE Actuaries UK Gilts (DR) UCITS ETF,UK govt debt,GBP,TRUE,LU1407892592,XLON,GILS,FALSE,TRUE,TRUE,FALSE,
Corp Am Airports,Corporacion America Airports SA,Global airport operator,USD,TRUE,LU1756447840,XNYS,CAAP,TRUE,FALSE,TRUE,TRUE,
Orion Engineered,Orion Engineered Carbons S.A.,Carbon,USD,TRUE,LU1092234845,XNYS,OEC,TRUE,FALSE,TRUE,TRUE,
Spotify,Spotify AB,Music streaming,USD,TRUE,LU1778762911,XNYS,SPOT,TRUE,FALSE,TRUE,TRUE,
ArcelorMittal,ArcelorMittal,Steel production,USD,TRUE,US03938L2034,XNYS,MT,TRUE,FALSE,TRUE,TRUE,
Global Gov Bond,X Global Gov Bond GBP,Global Gov Bond,GBP,TRUE,LU0641006290,XLON,XGSG,FALSE,TRUE,TRUE,FALSE,
Altisource,Altisource Portfolio Solutions S.A.,Real estate,USD,TRUE,LU0445408270,XNAS,ASPS,TRUE,FALSE,TRUE,TRUE,
FTSE 100 Short,Xtrackers FTSE 100 Short Daily Swap UCITS ETF GBP,Short FTSE 100,GBP,TRUE,LU0328473581,XLON,XUKS,FALSE,TRUE,TRUE,FALSE,
Atlas,Atlas,Asset management,USD,TRUE,MHY0436Q1098,XNYS,ATCO,TRUE,FALSE,TRUE,TRUE,
Diamond Shipping,Diamond S Shipping Inc.,Diversified tankers,USD,TRUE,MHY206761055,XNYS,DSSI,TRUE,FALSE,TRUE,TRUE,
Teekay LNG,Teekay LNG Partners LP,LNG carrier operators,USD,FALSE,MHY8564M1057,XNYS,TGP,TRUE,FALSE,TRUE,TRUE,
Dorian Lpg,Dorian Lpg Ltd,Liquified petroleum gas,USD,TRUE,MHY2106R1100,XNYS,LPG,TRUE,TRUE,TRUE,TRUE,
Golar LNG,Golar LNG Partners LP,Liquified natural gas,USD,FALSE,MHY2745C1021,XNAS,GMLP,TRUE,FALSE,TRUE,TRUE,
DHT Holdings,DHT Holdings Inc,Oil shipping,USD,TRUE,MHY2065G1219,XNYS,DHT,TRUE,FALSE,TRUE,TRUE,
Dynagas LNG,Dynagas LNG Partners LP,Cold-weather LNG,USD,FALSE,MHY2188B1083,XNYS,DLNG,TRUE,FALSE,TRUE,TRUE,
CPP,Capital Product Partners LP,Seaborne dry cargo,USD,FALSE,MHY110822068,XNAS,CPLP,TRUE,FALSE,TRUE,TRUE,
Scorpio Bulkers,Scorpio Bulkers Inc,Bulk cargo,USD,TRUE,MHY7546A1304,XNYS,SALT,TRUE,FALSE,TRUE,TRUE,
Teekay Tankers,Teekay Tankers Ltd.,Oil tankers,USD,TRUE,MHY8565N3002,XNYS,TNK,TRUE,FALSE,TRUE,TRUE,
Hoegh LNG,Hoegh LNG Partners LP,LNG transportation,USD,FALSE,MHY3262R1009,XNYS,HMLP,TRUE,FALSE,TRUE,TRUE,
KNOT Offshore,KNOT Offshore Partners LP,Shipping,USD,FALSE,MHY481251012,XNYS,KNOP,TRUE,FALSE,TRUE,TRUE,
Int'l Seaways,"International Seaways, Inc.",Oil tankers,USD,TRUE,MHY410531021,XNYS,INSW,TRUE,FALSE,TRUE,TRUE,
GasLog,GasLog Partners LP,LNG carriers,USD,FALSE,MHY2687W1084,XNYS,GLOP,TRUE,FALSE,TRUE,TRUE,
Scorpio Tankers,Scorpio Tankers Inc.,Tankers,USD,TRUE,MHY7542C1306,XNYS,STNG,TRUE,FALSE,TRUE,TRUE,
Star Bulk,Star Bulk Carriers Corp,Dry bulk carrier vessels,USD,TRUE,MHY8162K2046,XNAS,SBLK,TRUE,FALSE,TRUE,TRUE,
Costamare,Costamare Inc.,Containership charterer,USD,TRUE,MHY1771G1026,XNYS,CMRE,TRUE,FALSE,TRUE,TRUE,
FEMSA,Fomento Econ‚àö‚â•mico Mexicano SAB de CV (ADR),Drinks,USD,FALSE,US3444191064,XNYS,FMX,TRUE,FALSE,TRUE,TRUE,
America Movil,America Movil S.A.B. de C.V. (ADR),Telecommunications,USD,TRUE,US02364W2044,XNYS,AMOV,TRUE,FALSE,TRUE,TRUE,
Vista Oil & Gas,Vista Oil & Gas SA de CV (ADR),Oil and gas exploration,USD,TRUE,US92837L1098,XNYS,VIST,TRUE,FALSE,TRUE,TRUE,
Grupo Aero del Pacifico,Grupo Aero del Pacifico,Mexican airports,USD,FALSE,US4005061019,XNYS,PAC,TRUE,FALSE,TRUE,TRUE,
America Movil,Am‚àö¬©rica M‚àö‚â•vil SAB de CV (ADR),Telecoms,USD,TRUE,US02364W1053,XNYS,AMX,TRUE,FALSE,TRUE,TRUE,
Grupo Simec,Grupo Simec,Steel,USD,TRUE,US4004911065,XNYS,SIM,TRUE,FALSE,TRUE,TRUE,
Volaris,Controladora Vuela Compa‚Äö√†√∂¬¨¬±‚Äö√†√∂‚Äö√¢‚Ä†a de Aviaci‚Äö√†√∂‚Äö√¢‚Ä¢n (ADR),Flights,USD,TRUE,US21240E1055,XNYS,VLRS,TRUE,FALSE,TRUE,TRUE,
Bachoco,Bachoco,Chicken and pigs,USD,TRUE,US4564631087,XNYS,IBA,TRUE,FALSE,TRUE,TRUE,
OMA,Grupo Aeroportuario Centro Norte SAB de CV (ADR),Airports,USD,TRUE,US4005011022,XNAS,OMAB,TRUE,FALSE,TRUE,TRUE,
Cemex,Cemex SAB de CV (ADR),Building materials,USD,TRUE,US1512908898,XNYS,CX,TRUE,FALSE,TRUE,TRUE,
Coca-Cola FEMSA,Coca-Cola FEMSA,Coke bottlers,USD,TRUE,US1912411089,XNYS,KOF,TRUE,FALSE,TRUE,TRUE,
Aeroportuario,Aeroportuario,Airport managers,USD,TRUE,US40051E2028,XNYS,ASR,TRUE,FALSE,TRUE,TRUE,
Televisa,Grupo Televisa SAB (ADR),Mass media,USD,FALSE,US40049J2069,XNYS,TV,TRUE,FALSE,TRUE,TRUE,
CureVac,CureVac AG,Vaccines,USD,TRUE,NL0015436031,XNAS,CVAC,TRUE,FALSE,TRUE,TRUE,
AerCap,AerCap,Aircraft lessors,USD,TRUE,NL0000687663,XNYS,AER,TRUE,FALSE,TRUE,TRUE,
Yandex,Yandex NV,Russian Google,USD,TRUE,NL0009805522,XNAS,YNDX,TRUE,FALSE,TRUE,TRUE,
Elastic,Elastic NV,Search-as-a-service,USD,TRUE,NL0013056914,XNYS,ESTC,TRUE,FALSE,TRUE,TRUE,
NXP Semiconductors,NXP Semiconductors NV (ADR),Semiconductors,USD,TRUE,NL0009538784,XNAS,NXPI,TRUE,FALSE,TRUE,TRUE,
RHI Magnesita,RHI Magnesita NV,Fire bricks,GBP,TRUE,NL0012650360,XLON,RHIM,FALSE,FALSE,TRUE,TRUE,
CNH Industrial,CNH Industrial NV,Special-purpose vehicles,USD,TRUE,NL0010545661,XNYS,CNHI,TRUE,FALSE,TRUE,TRUE,
Philips,Koninklijke Philips NV (ADR),Electronics,USD,TRUE,US5004723038,XNYS,PHG,TRUE,FALSE,TRUE,TRUE,
Just Eat Takeaway.com,Just Eat Takeaway.com NV,Online food ordering,GBP,TRUE,NL0012015705,XLON,JET,FALSE,FALSE,TRUE,TRUE,
FCA,Fiat Chrysler Automobiles NV,Cars,USD,TRUE,NL0010877643,XNYS,FCAU,TRUE,FALSE,TRUE,TRUE,
Ferrari,Ferrari NV (ADR),Fast cars,USD,TRUE,NL0011585146,XNYS,RACE,TRUE,FALSE,TRUE,TRUE,
Mylan,Mylan NV,Medicine,USD,TRUE,NL0011031208,XNAS,MYL,TRUE,FALSE,TRUE,TRUE,
Pactiv Evergreen,Pactiv Evergreen Inc,Food packaging,USD,TRUE,US69526K1051,XNAS,PTVE,TRUE,FALSE,TRUE,TRUE,
Copa Holdings,Copa Holdings,Flights,USD,TRUE,PAP310761054,XNYS,CPA,TRUE,FALSE,TRUE,TRUE,
Grana y Montero,Grana y Montero,Construction,USD,FALSE,US38500P2083,XNYS,GRAM,TRUE,FALSE,TRUE,TRUE,
Evertec,Evertec Inc,Financial technology,USD,TRUE,PR30040P1032,XNYS,EVTC,TRUE,FALSE,TRUE,TRUE,
MTS,Mobile TeleSystems (ADR),Telecoms,USD,FALSE,US6074091090,XNYS,MBT,TRUE,FALSE,TRUE,TRUE,
Ericsson,Telefonaktiebolaget LM Ericsson,Telecoms,USD,TRUE,US2948216088,XNAS,ERIC,TRUE,FALSE,TRUE,TRUE,
XP Power,XP Power Ltd,Plugs,GBP,TRUE,SG9999003735,XLON,XPP,FALSE,FALSE,TRUE,TRUE,
Kenon Holdings,Kenon Holdings Ltd,Investment firm,USD,FALSE,SG9999012629,XNYS,KEN,TRUE,FALSE,TRUE,TRUE,
Flex,Flextronics International Ltd,Electronics manufacturing services,USD,TRUE,SG9999000020,XNAS,FLEX,TRUE,FALSE,TRUE,TRUE,
Simec Atlantis,Simec Atlantis Energy,Green energy,GBP,TRUE,SG9999011118,XLON,SAE,FALSE,FALSE,TRUE,TRUE,
Chunghwa Telecom,Chunghwa Telecom Co Ltd (ADR),Telecommunications,USD,FALSE,US17133Q5027,XNYS,CHT,TRUE,FALSE,TRUE,TRUE,
Turkcell,Turkcell Iletisim Hizmetleri AS (ADR),Telecoms,USD,FALSE,US9001112047,XNYS,TKC,TRUE,FALSE,TRUE,TRUE,
ASE,ASE Industrial (ADR),Semiconductors,USD,FALSE,US00215W1009,XNYS,ASX,TRUE,FALSE,TRUE,TRUE,
TSMC,Taiwan Semiconductor Manufacturing Company Ltd,Semiconductor producer,USD,FALSE,US8740391003,XNYS,TSM,TRUE,FALSE,TRUE,TRUE,
UMC,UMC (ADR),Semiconductors,USD,FALSE,US9108734057,XNYS,UMC,TRUE,FALSE,TRUE,TRUE,
Antero Midstream,Antero Midstream,Natural gas,USD,TRUE,US03676B1026,XNYS,AM,TRUE,FALSE,TRUE,TRUE,
Omnicom,Omnicom Group Inc,Advertising,USD,TRUE,US6819191064,XNYS,OMC,TRUE,FALSE,TRUE,TRUE,
eXp World Holdings,eXp World Holdings,Real estate brokers,USD,TRUE,US30212W1009,XNAS,EXPI,TRUE,FALSE,TRUE,TRUE,
HD Supply,HD Supply Holdings Inc,Building supplies,USD,TRUE,US40416M1053,XNAS,HDS,TRUE,FALSE,TRUE,TRUE,
Spectrum Brands,Spectrum Brands,Consumer goods,USD,TRUE,US84790A1051,XNYS,SPB,TRUE,FALSE,TRUE,TRUE,
Arlo Tech,Arlo Technologies Inc,Security cameras,USD,TRUE,US04206A1016,XNYS,ARLO,TRUE,TRUE,TRUE,TRUE,
Clean Harbors Inc,Clean Harbors Inc,Waste disposal,USD,TRUE,US1844961078,XNYS,CLH,TRUE,FALSE,TRUE,TRUE,
Atkore Int'l Group,Atkore International Group Inc,"Health, data and energy",USD,TRUE,US0476491081,XNYS,ATKR,TRUE,FALSE,TRUE,TRUE,
Marriott Vacations,Marriott Vacations,Timeshares,USD,TRUE,US57164Y1073,XNYS,VAC,TRUE,FALSE,TRUE,TRUE,
Unifi,Unifi Inc,Yarn,USD,TRUE,US9046772003,XNYS,UFI,TRUE,TRUE,TRUE,TRUE,
FMC,FMC Corporation,Agriculture chemicals,USD,TRUE,US3024913036,XNYS,FMC,TRUE,FALSE,TRUE,TRUE,
AxoGen,"AxoGen, Inc.",Skin grafts,USD,TRUE,US05463X1063,XNAS,AXGN,TRUE,FALSE,TRUE,TRUE,
TEAM,Team Inc,Engineers,USD,TRUE,US8781551002,XNYS,TISI,TRUE,TRUE,TRUE,TRUE,
Angiodynamics,Angiodynamics Inc,Medical research,USD,TRUE,US03475V1017,XNAS,ANGO,TRUE,TRUE,TRUE,TRUE,
Teledyne,Teledyne Technologies Inc,Electronics,USD,TRUE,US8793601050,XNYS,TDY,TRUE,FALSE,TRUE,TRUE,
MTS Systems,M T S Systems Cp,Diverse test systems,USD,TRUE,US5537771033,XNAS,MTSC,TRUE,TRUE,TRUE,TRUE,
Blackbaud,Blackbaud,Ethical cloud computing,USD,TRUE,US09227Q1004,XNAS,BLKB,TRUE,FALSE,TRUE,TRUE,
Allegiant Travel,Allegiant Travel Com,Airline,USD,TRUE,US01748X1028,XNAS,ALGT,TRUE,TRUE,TRUE,TRUE,
Kirby,Kirby,Barges,USD,TRUE,US4972661064,XNYS,KEX,TRUE,FALSE,TRUE,TRUE,
Concho Resources,Concho Resources Inc,Oil,USD,TRUE,US20605P1012,XNYS,CXO,TRUE,FALSE,TRUE,TRUE,
BorgWarner,BorgWarner Inc,Car parts,USD,TRUE,US0997241064,XNYS,BWA,TRUE,FALSE,TRUE,TRUE,
Lockheed Martin,Lockheed Martin Corp,Fighter jets,USD,TRUE,US5398301094,XNYS,LMT,TRUE,FALSE,TRUE,TRUE,
Columbus McKinnon,Columbus McKinnon Corp,Specialist equipment,USD,TRUE,US1993331057,XNAS,CMCO,TRUE,FALSE,TRUE,TRUE,
Echo Global,Echo Global Logistic,Logistics,USD,TRUE,US27875T1016,XNAS,ECHO,TRUE,TRUE,TRUE,TRUE,
Chuy's,Chuy's Holdings Inc,Tex-mex restaurants,USD,TRUE,US1716041017,XNAS,CHUY,TRUE,TRUE,TRUE,TRUE,
Knoll,Knoll Inc,Furniture,USD,TRUE,US4989042001,XNYS,KNL,TRUE,FALSE,TRUE,TRUE,
Box,Box Inc,Cloud storage,USD,TRUE,US10316T1043,XNYS,BOX,TRUE,FALSE,TRUE,TRUE,
Ruger,Sturm Ruger & Company,Guns,USD,TRUE,US8641591081,XNYS,RGR,TRUE,TRUE,TRUE,TRUE,
Equitrans Midstream,Equitrans Midstream,Midstream gas,USD,TRUE,US2946001011,XNYS,ETRN,TRUE,FALSE,TRUE,TRUE,
Cree,Cree Inc,LED lights,USD,TRUE,US2254471012,XNAS,CREE,TRUE,FALSE,TRUE,TRUE,
Sunrun,Sunrun Inc,Solar panels,USD,TRUE,US86771W1053,XNAS,RUN,TRUE,FALSE,TRUE,TRUE,
Planet Fitness,Planet Fitness Inc,Gyms,USD,TRUE,US72703H1014,XNYS,PLNT,TRUE,FALSE,TRUE,TRUE,
Aramark,Aramark Corp,Orange jumpsuits,USD,TRUE,US03852U1060,XNYS,ARMK,TRUE,FALSE,TRUE,TRUE,
Steel Partners,Steel Partners Holdings LP,Everything,USD,FALSE,US85814R1077,XNYS,SPLP,TRUE,FALSE,TRUE,TRUE,
PACCAR,PACCAR Inc,Trucks,USD,TRUE,US6937181088,XNAS,PCAR,TRUE,FALSE,TRUE,TRUE,
AMETEK,AMETEK Inc,Electrical equipment,USD,TRUE,US0311001004,XNYS,AME,TRUE,FALSE,TRUE,TRUE,
Trupanion,Trupanion Inc,Pet insurance,USD,TRUE,US8982021060,XNAS,TRUP,TRUE,TRUE,TRUE,TRUE,
Plains All American,Plains All American Pipeline LP,Oil pipelines,USD,FALSE,US7265031051,XNYS,PAA,TRUE,FALSE,TRUE,TRUE,
Arcosa,Arcosa Inc,Infrastructure products,USD,TRUE,US0396531008,XNYS,ACA,TRUE,TRUE,TRUE,TRUE,
Intuit,Intuit Inc,Accounting software,USD,TRUE,US4612021034,XNAS,INTU,TRUE,FALSE,TRUE,TRUE,
Kraton,Kraton Performance Polymers Inc,Polymers and chemicals,USD,TRUE,US50077C1062,XNYS,KRA,TRUE,TRUE,TRUE,TRUE,
Old National,Old National Bncp,Midwest banks,USD,TRUE,US6800331075,XNAS,ONB,TRUE,TRUE,TRUE,TRUE,
Skyline Champion,Skyline Champion Corporation,Home construction,USD,TRUE,US8308301055,XNYS,SKY,TRUE,FALSE,TRUE,TRUE,
Carlyle,The Carlyle Group Inc,Private equity,USD,TRUE,US14316J1088,XNAS,CG,TRUE,FALSE,TRUE,TRUE,
Colgate-Palmolive,Colgate-Palmolive Co,Toothpaste,USD,TRUE,US1941621039,XNYS,CL,TRUE,FALSE,TRUE,TRUE,
Simpson Mfg.,Simpson Manufacturing Company,Connectors,USD,TRUE,US8290731053,XNYS,SSD,TRUE,TRUE,TRUE,TRUE,
VFC,VF Corp,Dickies and Timberland,USD,TRUE,US9182041080,XNYS,VFC,TRUE,FALSE,TRUE,TRUE,
Robert Half,Robert Half International Inc,Management consultant,USD,TRUE,US7703231032,XNYS,RHI,TRUE,FALSE,TRUE,TRUE,
EMCOR,EMCOR,Infrastructure services,USD,TRUE,US29084Q1004,XNYS,EME,TRUE,FALSE,TRUE,TRUE,
Stitch Fix,Stitch Fix Inc,Personal stylists,USD,TRUE,US8608971078,XNAS,SFIX,TRUE,FALSE,TRUE,TRUE,
Toll Brothers,Toll Brothers Inc,Home construction,USD,TRUE,US8894781033,XNYS,TOL,TRUE,FALSE,TRUE,TRUE,
ON Semiconductor,ON Semiconductor Corp,Semiconductors,USD,TRUE,US6821891057,XNAS,ON,TRUE,FALSE,TRUE,TRUE,
HP,HP Inc,PCs and printers,USD,TRUE,US40434L1052,XNYS,HPQ,TRUE,FALSE,TRUE,TRUE,
Goosehead,Goosehead,Personal insurance,USD,TRUE,US38267D1090,XNAS,GSHD,TRUE,FALSE,TRUE,TRUE,
nCino,nCino Inc,Financial tech,USD,TRUE,US63947U1079,XNAS,NCNO,TRUE,FALSE,TRUE,TRUE,
Emerson Electric,Emerson Electric Co,Engineering equipment,USD,TRUE,US2910111044,XNYS,EMR,TRUE,FALSE,TRUE,TRUE,
K12,K12 Inc,E-learning,USD,TRUE,US48273U1025,XNYS,LRN,TRUE,FALSE,TRUE,TRUE,
Matthews Intl,Matthews Intl Corp,Memory products,USD,TRUE,US5771281012,XNAS,MATW,TRUE,TRUE,TRUE,TRUE,
Texas Roadhouse,Texas Roadhouse Inc,Steakhouses,USD,TRUE,US8826811098,XNAS,TXRH,TRUE,FALSE,TRUE,TRUE,
Carter's,Carter's,Kids clothing,USD,TRUE,US1462291097,XNYS,CRI,TRUE,FALSE,TRUE,TRUE,
Silvergate Capital,Silvergate Capital Corp,B2B bank for fintech,USD,TRUE,US82837P4081,XNYS,SI,TRUE,FALSE,TRUE,TRUE,
Las Vegas Sands,Las Vegas Sands Corp,Casinos,USD,TRUE,US5178341070,XNYS,LVS,TRUE,FALSE,TRUE,TRUE,
Zynga,Zynga Inc,Video games,USD,TRUE,US98986T1088,XNAS,ZNGA,TRUE,FALSE,TRUE,TRUE,
Globalstar,Globalstar Inc.,Telecoms,USD,TRUE,US3789734080,XNYS,GSAT,TRUE,FALSE,TRUE,TRUE,
Verra Mobility,Verra Mobility Corp,Traffic management,USD,FALSE,US92511U1025,XNAS,VRRM,TRUE,FALSE,TRUE,TRUE,
Owens Corning,Owens Corning,Fiberglass composites,USD,TRUE,US6907421019,XNYS,OC,TRUE,FALSE,TRUE,TRUE,
Covanta,Covanta Holding Corporation,Waste management,USD,TRUE,US22282E1029,XNYS,CVA,TRUE,FALSE,TRUE,TRUE,
Transunion,TransUnion LLC,Credit rating,USD,TRUE,US89400J1079,XNYS,TRU,TRUE,FALSE,TRUE,TRUE,
Chipotle,Chipotle Mexican Grill Inc,Burritos,USD,TRUE,US1696561059,XNYS,CMG,TRUE,FALSE,TRUE,TRUE,
Xylem,Xylem Inc,Water technology,USD,TRUE,US98419M1009,XNYS,XYL,TRUE,FALSE,TRUE,TRUE,
ManpowerGroup,ManpowerGroup,Workforce solutions,USD,TRUE,US56418H1005,XNYS,MAN,TRUE,FALSE,TRUE,TRUE,
Mueller Industries,Mueller Industries,Metal fabrication,USD,TRUE,US6247561029,XNYS,MLI,TRUE,TRUE,TRUE,TRUE,
Lear Corporation,Lear Corporation,Car tech,USD,TRUE,US5218652049,XNYS,LEA,TRUE,FALSE,TRUE,TRUE,
DexCom,DexCom Inc,Diabetes treatment,USD,TRUE,US2521311074,XNAS,DXCM,TRUE,FALSE,TRUE,TRUE,
